index,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,naver_star_point_qty,naver_blog_review_txt,naver_blog_review_qty
51554,위넌스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,상도1동,37.4972910468462,126.95364875325599,커피점 카페커피전문점 카페 다방비알콜 음료점업,상도1동%20위넌스터디카페,https://m.place.naver.com/restaurant/1002629992,장소대여,4.47,16.0,"'위넌 스터디카페 숭실대점' 롯데기공 멀티 자판기 (LVM-481MRL) 판매 설치 요즘 육아하느라 바빠서 오랜만에 컴백한 봉줌마예요!ㅎㅎ 저의 부재에도 불구하고 장안유통을 찾아주셔서 너무 감사드려요~~~^^ 자판기...,위넌스터디카페 숭실대점이 오픈했습니다. 숭실대 학생 및 주변 공부하는 분들에게 아주 좋은 소식이군요! 아주 가깝게 365 일 24시간 언제든지 열공 할 수 있는 최적의 공간이 생겼다고 해도 과언이 아니겠죠?! 2층에...,오늘은 날씨는 풀려서 다행인데 반면에 미세먼지가 많아서 꼭 마스크 쓰고 다니셔야할것 같아요 미세먼지 없는 따뜻하고 포근한 날씨를 기대해보며 숭실대스터디카페 오픈기념 이벤트 행사가 있다고 해서 알려드려요...,요즘 떠오르는 스터디카페 창업에 대해 알아보자 :) 이미지 클릭 시 해당페이지로 이동합니다! 여러분 안녕하세요! 요즘 취업난으로 많은 분들이 힘들어하고 있는 데요. 취업이 힘들어지니 자연스레 창업을 관심을...,안녕하세요. 뽀대충이입니다. 요즘은 공부를 하는 장소의 변화가 많이 바뀌었습니다. 90~2000년대만 해도 공부 하면 내방 또는 독서실에서 주로 했었는데요. 독서실 분위기 또한 오로지 책상만 있고 공부가 아닌...,숭실대스터디카페 위넌스터디카페 숭실대점 오픈 예정!! 프리미엄 스터디카페 '위넌' 숭실대점이 2월 20일 OPEN!! 숭실대스터디카페 '위넌스터디카페 숭실대점'은 2월 20일 오픈 예정인데 오픈 기념으로 사전 예약...,위치 링크홈페이지: http://cafe4.winnen.co.kr/모두: 블로그: https://blog.naver.com/dnlsjstkdeh기타 SNS: 시설 대화 가능 열람실 유무 남녀 구분 열람실 유무 Wifi사물함그룹 스터디 룸프린터카페 (바리 스타)셀프...,안녕하세요 동작구 상도동에 위치한 숭실대스터디카페 위넌스터디카페 숭실대점입니다. 오늘은 저희 스터디룸을 소개해드리려고 합니다. 지난 포스팅에서도 저희 스터디룸을 보여드렸었는데요~ 오늘은 이용방법과...,안녕하세요 위넌스터디카페 숭실대점 인사드립니다. 그동안 건강히 잘지내셨는지요? 코로나19로인해 모두가 힘든시기 이지만 함께 더 힘을내어 빠른 종식이될수있도록 응원하자구요! 저희 위넌스터디카페에서도 회원분들...,안녕하세요 숭실대/ 중앙대 학생들이 많이 찾는 위넌스터디카페 숭실대점입니다. 이전에 숭실대입구 역에서 저희 위넌스터디카페 숭실대점을 찾아오시는 길을 알려드렸었죠! 오늘은 중앙대에서 찾아오시는 법을...",38
52233,따로닭,한식,한식/백반/한정식,한식 음식점업,상도1동,37.4999845222717,126.951541528788,한식한식 백반 한정식한식 음식점업,상도1동%20따로닭,https://m.place.naver.com/restaurant/1245482203,"치킨,닭강정",4.66,19.0,치킨 먹으려고 찾아보다 시키게 된 곳이에요 맛있어서 배달로 몇 번 시켜 먹다가 이번엔 포장해서 먹어보았답니다!! 제가 시킨 치킨은 유린기닭이에요 후라이드 치킨을 유린기 소스에 적셔먹는 치킨인데 여러 종류 많이...,1
52315,또래오래동작상도점,닭/오리요리,후라이드/양념치킨,치킨 전문점,상도1동,37.503384452844,126.94681163881201,닭 오리요리후라이드 양념치킨치킨 전문점,상도1동%20또래오래동작상도점,https://m.place.naver.com/restaurant/11483655,"치킨,닭강정",4.46,57.0,"안녕하세요 호랭이입니다 :) 오늘은 지난 치킨마루 쏘이츄 리뷰에 이어 치킨 리뷰 포스팅입니다 ㅎㅎㅎ 최근에 치킨을 좀 많이 먹었는데요~ 회사 휴가가 한 열흘정도되어서 쭉 쉬다가 보니 많이 먹게 되었네요 그럼 바로...,언젠가 영주 여행을 갔을 때, 고택에서 만난 분 말씀에 따르면 장마철 비가 무진장 쏟아질 때 이곳에와서 책을 읽으면 잊지못할 추억이 될 거라고 하셨는데. 서울에서 가기엔 물리적인 거리가 만만치가 않으니 쉽게 갈수...,또래오래 전에 다른 지점에서 한 번 먹었었는데 맛있어서 이번에는 다른 데서 또 시켜 먹었당 오곡후라이드+리얼치즈볼 가격 및 구성 요기요에서 주문했는데 할인을 되게 많이 받아서 21,000 17,950원에 먹었당...,무엇을 먹을까 고민하다가 치킨시켜먹기로 해서 어떤치킨먹을까 하다가 #또래오래 #단짝윙봉 시킴ㅋㅋㅋ 상도동배달음식 매번 어떤메뉴를 배달시킬지 고민가득 식당포스팅은 많은데 배달음식 포스팅은 별로없는듯하고...,또래오래에서는 갈반핫반만 먹다가 유투브 먹방보고 콘듀치킨 도전~ 짜라라라란~ 콘듀치킨+리얼치즈볼 세트입니다 감자튀김도 같이 들어있네요 갠적으로 치킨이랑 같이오는 감튀, 떡같은거 안먹어서 감튀가 어떻다고는...,세 줄 요약 1. 치킨 자체는 살짝 매콤한 치토스 맛! 2. 콘 소스도 살짝 매콤하더라. 3. 치밥으로는 무리가 있어 보인다. 주문 내역 노량진 또래오래 메뉴 가격 배달 예상 시간 50분 배달 완료 시간 40분 심장이 콘닭콘닭 노량진...,또래오래치킨 배달 시켜서 먹어 본 후기~ 갈릭플러스반+핫양념반 * 또래오래 동작상도점 * 서울 동작구 양녕로 253-13 * 전화번호 : 050-4457-8547 * 영업시간 : 매일 12:00~24:00 (연중무휴) * 포장, 배달 전문 간만에 불금에 치킨을...,세 줄 요약 1. 오늘(7.14)까지 배달 어플에서 2,000원 할인 꼭! 2. 김소떡은 매운 양념에 김말이, 밀떡, 소시지! 3. 튀김 옷은 얇지만 바삭함이 살아있는 고소한 오곡후라이드! 2018.07.13까지 사용할 수 있는 쿠폰 노량진 동작...,흑석동 치킨 또래오래 갈릭플러스 존맛 오랜만에 또래오래 갈릭플러스 주문해서 먹었습니다. 갈릭플러스는 제가 자주 주문하는 치킨중에서 TOP3 안에 드는 치킨이에요!! 제가 추천하는 흑석동 치킨 입니다. 보통 갈릭반...,20150413+월 은행업무를 보느라 점심은 간단히 조샌드위치! 조샌드위치에서는 클럽샌드위치가 맛나당샌드위치+콜라세트 인증샷 회사앞 조샌드위치는 만원인가 이만원이상 구매하면 배달도 해준다 이날 저녁은 집에서...",20
53083,문커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,상도1동,37.5018647396776,126.95019199204201,커피점 카페커피전문점 카페 다방비알콜 음료점업,상도1동%20문커피,https://m.place.naver.com/restaurant/1244418288,카페,4.62,135.0,"서희와 함께한 토요일의 이야기, 이제 시작합니다. #압구정로데오역 (수인분당선에 있음)에서 서희를 만났다. 수원에서 여기까지 와 줘서 고마울 따름... （╹◡╹）♡ 카페 찾아 다녔는데 오늘 주말이라...,고대하고 고대하던 문커피 글을 이제야 쓴다,, 내 새내기때 새로 생기고 지금까지도 내 원픽 카페인 문커피 매일 9:30 ~ 22:00 아담한 카페 오른쪽은 할로윈 기념으로 저렇게 귀여운 가렌더 가격도 좋고 메뉴도 많아서 왕...,예전에 친구가 초대해준 단톡방에서 문커피라는 카페에 블루문 커피에 대한 얘기가 종종 나오길래 꼭 한번 가봐야지.. 하고 벼르고 있다가 오늘 드디어 가봤다!! 문커피 엄청 큰 카페라고 생각하고 갔는데 이렇게...,오늘은 비가 토돗토돗 오는게 아니라 우당탕탕 오더라구요.. 집에 베란다 문을 닫고 있어서 몰랐는데 여니까 소리가 아주 그냥•• 쓰레기도 버리고 하필이면 장도 봐야해서 ㅠㅠ 어쩔 수 없이 나갔음 원래 계획은 장보고...,학교 근처라기 보다는 상도역 근처인 예쁜 카페 '문커피' 러윗츠 근처라고 하면 다들 알 것 같은 골목에 있다! 테이크아웃 하는 아메리카노는 2000원이고 영업시간은 오전 9:30 부터 오후 10시까지! 아침에 11시 전에 매장에서...,안녕하세요 날씨가 좋은 요즘 20일 국회에서 ""n번방 방지법""이 통과됐네요 주도자들을 처벌을 강하게 하지는 않고 무조건 일반 국민들 카톡이라든지 클라우드까지 검열할 수 있는 법이 통과되다니 정말 큰일이네요...,상도역 근처 카페 문커피~~~ 방탄소년단 컵홀더 이벤트 하길래 지나언니 쥬려고 밥먹고 고고링 정말 아미다! 앨범마다 다 있는같구 위에는 깨알 토스트 메늌ㅋㅋㅋㅋㅋ 담에는 토스트 먹어봐야지 내부에 테이블은 4개정도...,#BTS #컵홀더 #컴백 BTS COME BACK & 6주년 기념 컵홀더 이벤트 카페가 아담했고 음료도 왕맛있었고 사장님도 정말 친절하셔서 너무 좋았다~ㅎㅎㅎ",8
53614,우부래도,제과제빵떡케익,제과점,제과점업,상도1동,37.5031664286434,126.948635608199,제과제빵떡케익제과점제과점업,상도1동%20우부래도,https://m.place.naver.com/restaurant/1775138832,베이커리,4.47,602.0,"아점으로 칼국수 해먹고 남편이랑 오랫만에 도서관 출동했다. 집에서 버스타고 전철로 갈아타고 가야하는 상도역 앞에 있는 김영삼 도서관 진짜 찌는듯한 낮기온이었다. 터널 들어가는 중간 차도 중간에 꽃을 예쁘게...,대략 열흘 전쯤 상도동 우부래도에 들렀다. 원래는 망원 부근에 있었다고 이야기 들었는데 이사한 모양. 우부래도는 비건 베이커리다. 그나마 집에서 가까운 편이라 가야지 가야지..하다가 이제야 ㅋㅋ 내부는 생각보다...,상도역 비건빵집 우부래도 요즘 주말마다 빵집투어하는 거에 푹 빠진 1인,, 이번엔 비건빵집으로 유명한 우부래도에 방문했다. 워낙 인기 있는 곳이라 해서 품절될까봐 조마조마했던..^^ 내부는 카페+베이커리 느낌이라...,최근에 다녀와 최애빵집이 되어버린 동작구 비건베이커리 우부래도 너어어어어어무 맛있어서 후다닥 후기 남겨봅니당 후후 상도역 5번출구 바로 근처에 있어요~! 공간이 꽤 큰데 큰 길에서 움푹 들어가있어서(?) 의외로...,지난번 더현대 서울갔을 때 우부래도가 이벤트 성으로 왔었었는데 그때 빵 먹어보고 너무 맛있어서 (모든 빵이 내가 먹을 수 있는 빵들이였고ㅠㅠ) 이번에 직접가서 구매하기로 했다! 원래는 택배주문 하려다가 택배주문은...,초등 수업 후, 중학생들이 오늘 늦게 온다고해서 운동도 할 겸 학생들하고 같이 먹을 빵을 사러 상도역으로 걸어갔답니다. 요즘 건강을 많이 생각하고 있어서 건강한 음식을 찾아 다니고있어요. 그러다 알게된 #비건빵집...,안녕하세요! 저희 집 동네 주변에 산책을 다니다가 발견한 곳이에요. (사실 상도역 스벅 갔다가 집 오는 길에 발견!) 우부래도 자연을 담은 베이커리! 위치는 상도역 5번 출구와 아주 가까워요. 옛 주택을 개조해서 만든...,안녕하세요 정이정이 입니다 제가 얼마전에 우리 동네 언니야들과 첫 브런치를 즐겼답니다? 무려 비건카페에서욬ㅋㅋㅋㅋㅋ 모 저는 생긴것처럼 채식 육식 가리지 않고 신나게 잘먹는답니다? 근데 여기가 비건 카페라고...,상호 : 우부래도 주소 : 서울특별시 동작구 상도로37길 3 전화 : 070 - 7543 - 0599 매일 10:30~21:00 (매주 월요일 정기휴무) 숭실대입구역 근처에 볼일이 있어 간 김에 비건 카페를 검색해봤다. 생각보다 비건 식당/카페가 없다는...,상도 비건 빵집 #우부래도 빵순이가 맛있는 비건 빵집을 발견했어요! 상도역 5번 출구에 위치한 베이커리 겸 카페 #우부래도 여기서 다양한 종류의 빵을 먹어본 결과.. 맛있어서 널리 널리 알려야겠다 싶어서 이렇게...",107
55281,피탕김탕,중식,중국음식/중국집,중식 음식점업,상도1동,37.4973512074646,126.95331994969999,중식중국음식 중국집중식 음식점업,상도1동%20피탕김탕,https://m.place.naver.com/restaurant/31756590,중식당,4.51,65.0,"(이 글은 광고 없이 내 돈으로 결제하고 직접 촬영한 이미지를 사용하였습니다.) 금요일 퇴근길은 배달음식이 진리니까 치킨이나 먹을까 찾다가... 치킨 좀 그만 먹으라는 동생의 잔소리에 동생과 함께 먹었던(무려 코로나...,썸네일용 이미지 배민, 요기요에서 주문 불가! 상도배달맛집, 피탕김탕 영업시간 15:00 ~ 00:30 문의전화 02-823-3315 중국집 짜장면, 짬뽕에 질려 야식 뭐 시켜먹을까 검색하다가 알게된 피탕김탕이에요. 피자탕수육...,항상 미지의 세계같던 '김치피자탕수육' 내가 즐겨보는 유튜버 중에 토기모치 라고 일본인인데 한국인이랑 결혼해서 한국에서 생활하면서 한국음식 여러 가지 먹어보는 분이 있음 그 분이 김피탕을 넘나 맛있게 먹는...,김치치즈탕수육 이 날은 숭실대입구역 쪽에서 머리를 했어요. 머리하고 집 가기 전에, 숭실대입구역 피탕김탕에서 김치치즈탕수육 포장해갔어요. 숭실대입구역에서 멀지 않은 피탕김탕 ★ 저는 김치 치즈 탕수육 소자...,안녕하세요~ 영심이예요 >.< 올해는 9월초까지 덥다던뎅 그래도 아침엔 좀 선선하네요 ㅎㅎ 가을님인가? 얼른 날이 좀 풀렸음조켓어요 이번 여름 너무 더웠어......ㅜㅜ 올해 여름은 더워서 요리도 못하겠고 외식만...,피탕김탕 상도점 김피탕 영업시간 매일 15:00~00:30 연락처 : 02-823-3315 진짜 갑자기 새벽에 한번도 안먹어본 김피탕이 너무 먹고싶어졌었다... 근데 김피탕 먹으러 공주까지 가는건 힘들 것 같아서 숭실대앞에 김피탕을...,""본가 피탕김탕"" 상도점. 여기는 토요일은 쉬고 오픈은 3시 부터라서 모르고 갔다가 몇 번 바람맞은 곳,, 이지만 맛있어서 자꾸 찾게되는 곳이에요ㅎㅎ 쿠폰 5개 모으면 군만두를 주는데 양이 어마어마 해요 사진은...,식샤를 합시다에서 나온 실연음식으로 유명한 김피탕. 숭실대에도 있더라구요. 유레카- 숭실대점 본가 피탕김탕 배달도 되기에 야식으로 시켜봤어요. 사이즈는 미니, 소, 중, 대 피탕김탕 쿠폰. 배달시킬시 쿠폰 5장 모으면...,숭실대입구역3번출구에서 내려오다보면 레미안부동산골목으로 올라가서 바로 왼쪽.숭실대근처는 사실 유명한맛집이 별로없다. 곱창집정도~ 얼마전 생생쟹보통에 보니 숭실대근처 맛집 김피탕이 있다길래 찾아왔다...,날이 좋은 하루, 숭실대학교 앞에서 친구를 만나 맛집을 찾아 나섰다. 고기를 먹을까 했다가 못 찾고 계속 걷고 헤매다가 찾은 곳이 숭실대학교의 뉴 판타지~~ 신천지 세계인 피탕김탕!!을 발견! 사실 외관은 좀 작은...",35
55823,칠기마라샹궈마라탕,중식,중국음식/중국집,중식 음식점업,흑석동,37.5074265880931,126.95962634522499,중식중국음식 중국집중식 음식점업,흑석동%20칠기마라샹궈마라탕,https://m.place.naver.com/restaurant/1661609784,중식당,4.4,202.0,"오늘은 흑석역 마라탕집을 소개해드릴겁니다!! 제가 마라탕에 요즘 빠져서 마포에 다양한 곳을 갔었는데 그 곳은 담번에 방문한다면 사진을 제대로 찍어서 올려드릴게요ㅠ 우선은 흑석역 마라탕집! 이건 여름메뉴라길래...,저는 마라향을 엄청 좋아하고, 이국적인 향신료에 대해 거부감이 없는 편입니다. 그래서 마라탕을 먹을 때 마라 향이 강한지 아닌지 크게 생각하지 않고 먹는 편인데요.. (둘 다 맛있음 ><) 마라 특유의 향을 싫어하는 중앙대...,안녕하세요 ~ 요즘엔 제가 중앙대에 있을일이 많아져서 중대 주변 맛집을 하나씩 탐방하는 중인데요 ! 가장 먼저 소개해드릴 곳은 칠기 마라탕이에요! 짝꿍한테 물어보니 여기가 아주아주 맛집이라고해서 기대반...,7월 19일 월요일 강의 시간표 조회가 오늘부터라서 시간표를 짰다. 희망사항이긴 한데 이대로 다 성공했으면… 한국사랑 ACT 둘 다 성공하기 어렵다고 한다. 혹시 모를 대면 수업을 위해 1교시를 다 빼버렸는데 대면 수업...,이전에 한 포스팅인 터방내 카페 가기 전에 칠기마라샹궈마라탕에 갔다 꿔바로우 맛집이 있다길래 흑석역으로 갔던 것이다 그곳이 바로 요기 칠기~어쩌구 하지만 아무리 꿔바로우 맛집이라도 마라탕은 먹어야하기 때문에...,요즘 블로그 자주 쓴다 ! 뿌듯 이번에는 진짜 음식사진만 가득..예정 낼부터 다이어트 하려구요 *^^* 냉면이랑 돈까스 얌얌 마시쏘 먹고 마인 정주행 …… 저녁에는 슬의 보면서 치킨 나 치킨 오랜만에 먹뉸다 치킨보다는...,10번도 더 먹어본 중앙대 맛집 칠기마라탕 후기! 학교 다닐 때는 진짜 자주 먹었는데, 이제는 멀어서 잘 안 가게 되는 학교에 오랜만에 칠기마라탕 먹으러 갔다 옴 신선한 야채들이 한가득!! 담은 바구니를 못 찍었는데...,#블챌 #오늘일기 오늘은 화요일! 배드민턴 동아리(라고 쓰고 맛집동아리라 읽는다) 활동하는 날이다 아침에 일어나서 시간이 좀 남길래 건강한 삶 강의 오늘 날짜로 올라온거 듣고(사실 틀어만 놨,,) 점심먹으러 갔다!...,벌써 이 카테고리에 10번째 글을 쓰게 되었네요 ! 쓰다보면 언젠가 빠르게 전역이 다가올거라 생각했는데 현실은 생각보다는 느린듯 ㅎㅅㅎ ㅋㅋㅋㅋㅋ 코로나 때문에 아마..도? 전역 전 마지막 휴가일 것 같은 이번주 7.11...,#마라탕맛집 #중대맛집 #중대병원맛집 #중앙대 #마라탕 안녕하십니까! 효니입니다! 오늘은 제가 정말 좋아하는 마라탕집 칠기 소개하겠습니다. 얼마전에 인스타를 보는데 food in korea라고 줄여서 푸딘코라고 불리는 계정에...",59
57505,샤브일번가,별식/퓨전요리,샤브샤브전문,한식 음식점업,흑석동,37.507967401150204,126.960670735951,별식 퓨전요리샤브샤브전문한식 음식점업,흑석동%20샤브일번가,https://m.place.naver.com/restaurant/13588351,샤브샤브,4.67,18.0,"내 블로그 방문자수 현재 120,*** 오 생각보다 많네-ㅋ 근데 여튼,, 그 분의 블로그는 방문자수 2,000,000을 돌파! 겸사겸사 기분 좋은 일로 불러주셔서 감사했던 자리 ^^ Newton Unfiltered Chardonnay Napa County 2005 진한...,안녕하세요. 양슐랭입니다. 오랜만에 또 포스팅 ㅎㅎㅎㅎ 인친님들 잘 지내시고 계시죠 ? 코로나 속에서도 이래저래 참 많은 일들을 겪으며 지내고 있네요 . 천천히 스토리 풀도록 할게요 오늘은 흑석동 중앙대 앞에 위치한...,샤브샤브는 제 최애메뉴 중 하나 샤브샤브 먹으러 흑석동 샤브일번가 첫방문ㅋㅋ 메뉴판은 이렇구요 태양초블루스 주문 정갈한 기본반찬들 다 평타 이상 깍두기도 좋지만 김치도 있었으면 좋았을듯 ㅠ 기본 육수 고기와...,으헤헤 언니동생친구들 공강이라고 평생 한.번.뿐. 맛난 점심을 먹자고ㅋㅋㅋ 갑자기 찾아온 미지보원유혹 어쩌다 보니 합류를... 지나가다 지은이도 만나서 합류ㅋㅋㅋ 아예 가게를 빌리는게...?ㅋㅋ 홀라당~홀라당...,흑석동 샤브샤브 - 샤브일번가 흑석동 샤브샤브에 대해 소개시켜드리러 왔습니다~ 흑석동에서 샤브샤브 집을 찾기는 쉽지 않은데요.... 중앙대 병원 앞 골목에서 흑석동 샤브샤브를 찾을 수 있었습니다. 바로 '샤브일번가...,2013.03.05 13:01 작성시작 지난 토요일 아침! 저희들의 체력이 슬슬 고갈되어 갈쯤! 아침 오픈을 조금만 미루고 따끈한 국물이 있는 아침을 먹자고 했죠 :) 뭐가 먹고 싶은걸까 고민을 하다가, 샤브샤브를 먹자! 라고 정하고...,중앙대학교 주변 샤브샤브 맛있는 집/샤브 일번가 안녕하세요 샤브샤브를 사랑하는 하나비입니다♡ 물에 빠진 고기를 절대 먹지 않았던 저는.. 샤브샤브를 좋아할거라곤 상상도 못했어요 나이들면 식성도 바뀐다는 말이...,벌써 작년이 되버린 일상! 안녕하세요 하나비예요♡ 일주일만에?? 일상폿팅하게 되서 신나요! 그러고보니 벌써 ... 작년이 되버린 일들이지만♡ 이것또한 기록할수 있어 넘 행복해요 나의 꼬마친구! 시룐이♡ 이제 일상에선...",8
57589,카페라,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,상도1동,37.4991773911442,126.95197126156401,커피점 카페커피전문점 카페 다방비알콜 음료점업,상도1동%20카페라,https://m.place.naver.com/restaurant/37236822,"카페,디저트",4.32,22.0,"안녕하세요 여러분! 잘 지내셨나요? 요새 날씨가 좋았다가 울적했다가 왔다리 갔다리 하네요 저는 얼마전에 상도역 근처에 있는 상도시장 카페 'Cafe la'에 다녀왔는데요!! 상도역에서도 5분 거리고, 상도시장 한가운데...",1
57859,보물쌈,한식,족발/보쌈전문,한식 음식점업,상도1동,37.5011687650332,126.94893505254801,한식족발 보쌈전문한식 음식점업,상도1동%20보물쌈,https://m.place.naver.com/restaurant/19763907,"족발,보쌈",4.14,68.0,"정평난 상도동 맛집 영양족발보쌈(보물쌈) 추천 경영지도사 안시헌입니다. 소상공인 사업장의 활성화를 지원하고, 해당 사업장의 특장점을 안내해드리는 포스팅입니다. 오늘은 전통적인 맛으로 유명한 상도동 맛집인...,상도동 맛집 - 강릉집 보물쌈 * 이것도 12월 초에 먹었던 이야기. 지민이가 퇴사한 그 주, 주말 일요일에 회사 동네 모임을 가졌다. 동네모임 생각보다 자주 모임. 나는 좋음 ㅋㅋㅋ 맛있는거 사주시니깐!! 이날도 뭐 먹을까...,상도역 맛집으로 추천하는 영양족발보쌈 경영지도사 안시헌입니다. 소상공인을 지원하고 해당 음식점의 특장점을 안내해드립니다. 오늘은 상도역 맛집으로 추천드리는 영양족발보쌈에 대한 소개입니다. 상도역 주변에는...,이곳을 다녀온지가 두 달은 된거 같다. 사실 상호명도 잊어버려서 사진을 뒤적이다 알게됨 ㅋㅋㅋ 상호가 저렇게 길고 어려울줄이야..... 네이버에 찾아봐도 두 세개 이름으로 나온다. 정체가 뭐냐 -0- 이름도 모르는...,맛집라이딩, 황제해물문어보쌈, 4계절 회무침, 보물쌈, 상도동 맛집 안녕하세요. 잇님들 ^^ 즐거운 주말 저녁 오랫만에 서울에 집들이 겸 찾아준 언니들과 저녁 먹방하러 온 쮸짱입니다. 노량진 수산시장을 가보려 했으나...,상도 맛집 : 보물쌈 (4계절회무침과 해물탕 고르곤졸라피자가!) 회가땡겨서 다녀온 상도 맛집 : 보물쌈 보물쌈은 원래 문어보쌈등으로 유명한데! 4계절회무침도 팔더라구요! 비쥬얼보면 겁나 놀라요.!! 보러갈까유...,어렸을땐 그저그랬던 음식들이 나이가 들어가면서 점점 좋아져서 지금은 없어서 못먹을 지경에 이르렀죠 그리곤 몸보신을 위해 일부러 찾아나서기까지 ㅋㅋ 해물탕과 삼계탕과의 환상적인 궁합을 자랑하는 해천탕이...,(짤방은 망가망가의 본거지 중 하나인 코믹커즐 카페 ㅋㅋㅋ) 저의 오랜 친구 권 모 양의 독립기념 집들이 기념 여하튼 밥먹기로 해쮸염 쮸쀼 쮸쀼 쨘 이 곳에서 보쌈과 칼국수를 먹었습니다 근데 이제와서 생각해보니 이...,본의아니게 또 족발집을... 사실 여기는 동네사람들이 많이 오는 곳 같습니다. 몇 번 다녀본 바로는 주인분, 종업원분과 손님들의 유대관계가 느껴진다는... 놀라운 점은 손칼국수(직접 손으로 밀어서 만든)가 3,000입니다....,민군입니다. 상도역 주변은 근처에 중앙대학교와 숭실대학교가 있지만 대부부은 주택가입니다. 그래서 약속을 잡으면 술한잔 먹기가 참 애매모호 합니다. 그냥 집앞에서 편안하게 그리고 가볍게 먹는 느낌이라고 해야...",35
58978,페이브베이커리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,흑석동,37.5076554233644,126.96310685558599,커피점 카페커피전문점 카페 다방비알콜 음료점업,흑석동%20페이브베이커리,https://m.place.naver.com/restaurant/1926122800,"카페,디저트",4.34,506.0,"#페이브베이커리흑석점 다른 동네에서 핫~ 하다는 카페인데 흑석동에도 생겼다고 한다 (생긴지 좀 오래되어따..) 나는.. 중요한 손님이 학교앞에 오면 데꾸 혹은 모시구 가는 곳 중 하나.. ㅎㅎ 맛있어보이는 빵두 많았는데...,흑석역 친구집 근처 생겼다는 페이브 베이커리, 몰랐는데 연남동 베이커리 내 꽤 유명한 가게였다. 또 참새가 방앗간 지나치지 못하듯 나는 빵순이라 꼭 가고싶었다, 일단 커피가 시급해서 호다닥 달려감!!! 페이브...,며칠전 난데없는 정전예고! 이 시점에 전기가 나간 집에 있는다는건 미친 짓이다. 마침 현이를 만나기로한 시간이랑 겹쳐서 미리 밖에 나와서 카페에 가서 기다리기로 했다. 현이가 추천해준 베이커리카페 페이브~! 흑석역...,흑석동에 새로 오픈한 신상카페 fave 오픈한걸 보고 가봐야지하다가 코로나 2.5단계로 격상되는 바람에 못가다가 최근 2.5단계가 해제되고 흑석에 들른 날 잠시 방문했다. fave! 알아보니 방배에 본점이 있고 연남, 내곡에...,여름휴가 첫 날, 와이프와 같이 중앙대병원에서 건강검진을 받았어요. 전 날 저녁 6시 이후부터 금식해서 너무 배가 고팠답니다. ㅠㅠ (건강검진은 받을 때마다 힘든 것 같아요.) 점심식사로 죽을 먹어서인지 아쉬웠던...,얼마전에 친구랑 흑석에서 만난날 어디카페를 가볼까 고민하다가 친구가 새로생겨서 가보고싶은 카페라면서 나를 데려간곳. 카페 페이브베이커리 흑석점. 운영 시간 09:00~21:40 주소 서울 동작구 서달로14가길 1...,연남동에서 유명한 베이커리 카페인 페이브! 흑석에도 생겼더라고요! 친구 기다리면서 잠깐 방문했는데 넘 좋았어서 얼른 후기 남겨봅니다 매일 09:00 - 21:40 주문 마감 21:30 메뉴 베이커리 종류 좌석 마다 칸막이가...,언니가게 갔다가 흑석역 주변에 멋진 카페가 생겼다고해서 가봄 골목진입로 씨스페이스 옆에 위치 메뉴판 나는 블랙밀크티 엄마는 아이스아메리카노 (베리에이션 타입) 언니는 블랙자몽티 총 세잔 테이크아웃 주문...,흑석동 베이커리 카페 소개 :) 흑석역에서 매우 가까운 거리에 생긴 페이브베이커리 흑석점 페이브베이커리는 방배동에서 유명한 카페로 알고 있는데, 흑석동에도 생겼더라고요. 스타벅스 중앙대점이 8시까지만...,안녕하세요 쌈지맘입니다 오늘은 베이커리 카페 후기입니다~ 이곳은 코로나 시기였던 작년에 오픈해서 장사가 될까 좀 걱정되었던 곳이긴한데, 그래도 찾는 사람들이 있어서 문제없는 것 같습니다(내부사정모름)...",40
